ID;Codice;Configurazione;Tipo_Parete;Montante;Guida;Tipologia_Lastra;Spessore_Lastra_mm;Numero_Lati;Numero_Strati;Spessore_Totale_mm;Peso_kg_mq;Isolamento_Acustico_Rw_dB;Resistenza_Fuoco
564;p_singola_doppia-c125-std-18;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Standard;18;1;2;161;30.0;66;REI 30
565;p_singola_doppia-c125-std-25;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Standard;25;1;2;175;40.5;72;REI 30
566;p_singola_doppia-c125-h2o-6;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;6;1;2;137;12.0;57;REI 30
567;p_singola_doppia-c125-h2o-9.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;9.5;1;2;144;17.3;59;REI 30
568;p_singola_doppia-c125-h2o-12.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;12.5;1;2;150;21.8;62;REI 30
569;p_singola_doppia-c125-h2o-15;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;15;1;2;155;25.5;64;REI 30
570;p_singola_doppia-c125-h2o-18;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;18;1;2;161;30.0;66;REI 30
571;p_singola_doppia-c125-h2o-25;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Idrofuga;25;1;2;175;40.5;72;REI 30
572;p_singola_doppia-c125-fono-6;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;6;1;2;137;12.0;62;REI 30
573;p_singola_doppia-c125-fono-9.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;9.5;1;2;144;17.3;64;REI 30
574;p_singola_doppia-c125-fono-12.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;12.5;1;2;150;21.8;67;REI 30
575;p_singola_doppia-c125-fono-15;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;15;1;2;155;25.5;69;REI 30
576;p_singola_doppia-c125-fono-18;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;18;1;2;161;30.0;71;REI 30
577;p_singola_doppia-c125-fono-25;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fonoisolante;25;1;2;175;40.5;77;REI 30
578;p_singola_doppia-c125-fuoco-6;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;6;1;2;137;12.0;57;REI 90
579;p_singola_doppia-c125-fuoco-9.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;9.5;1;2;144;17.3;59;REI 90
580;p_singola_doppia-c125-fuoco-12.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;12.5;1;2;150;21.8;62;REI 90
581;p_singola_doppia-c125-fuoco-15;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;15;1;2;155;25.5;64;REI 90
582;p_singola_doppia-c125-fuoco-18;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;18;1;2;161;30.0;66;REI 90
583;p_singola_doppia-c125-fuoco-25;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Antifuoco;25;1;2;175;40.5;72;REI 90
584;p_singola_doppia-c125-flex-6;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Flessibile;6;1;2;137;12.0;57;REI 30
585;p_singola_doppia-c125-impatto-6;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;6;1;2;137;12.0;57;REI 30
586;p_singola_doppia-c125-impatto-9.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;9.5;1;2;144;17.3;59;REI 30
587;p_singola_doppia-c125-impatto-12.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;12.5;1;2;150;21.8;62;REI 30
588;p_singola_doppia-c125-impatto-15;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;15;1;2;155;25.5;64;REI 30
589;p_singola_doppia-c125-impatto-18;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;18;1;2;161;30.0;66;REI 30
590;p_singola_doppia-c125-impatto-25;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Alta resistenza;25;1;2;175;40.5;72;REI 30
591;p_singola_doppia-c125-fibra-6;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;6;1;2;137;12.0;57;REI 30
592;p_singola_doppia-c125-fibra-9.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;9.5;1;2;144;17.3;59;REI 30
593;p_singola_doppia-c125-fibra-12.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;12.5;1;2;150;21.8;62;REI 30
594;p_singola_doppia-c125-fibra-15;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;15;1;2;155;25.5;64;REI 30
595;p_singola_doppia-c125-fibra-18;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;18;1;2;161;30.0;66;REI 30
596;p_singola_doppia-c125-fibra-25;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Fibrorinforzata;25;1;2;175;40.5;72;REI 30
597;p_singola_doppia-c125-combi-6;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;6;1;2;137;12.0;57;REI 90
598;p_singola_doppia-c125-combi-9.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;9.5;1;2;144;17.3;59;REI 90
599;p_singola_doppia-c125-combi-12.5;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;12.5;1;2;150;21.8;62;REI 90
600;p_singola_doppia-c125-combi-15;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;15;1;2;155;25.5;64;REI 90
601;p_singola_doppia-c125-combi-18;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;18;1;2;161;30.0;66;REI 90
602;p_singola_doppia-c125-combi-25;Parete Singola Lastra Doppia;Parete;C 125/50;U 125/40;Combinata;25;1;2;175;40.5;72;REI 90
603;p_singola_doppia-c150-std-6;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Standard;6;1;2;162;12.0;60;REI 30
604;p_singola_doppia-c150-std-9.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Standard;9.5;1;2;169;17.3;63;REI 30
605;p_singola_doppia-c150-std-12.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Standard;12.5;1;2;175;21.8;66;REI 30
606;p_singola_doppia-c150-std-15;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Standard;15;1;2;180;25.5;68;REI 30
607;p_singola_doppia-c150-std-18;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Standard;18;1;2;186;30.0;70;REI 30
608;p_singola_doppia-c150-std-25;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Standard;25;1;2;200;40.5;76;REI 30
609;p_singola_doppia-c150-h2o-6;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;6;1;2;162;12.0;60;REI 30
610;p_singola_doppia-c150-h2o-9.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;9.5;1;2;169;17.3;63;REI 30
611;p_singola_doppia-c150-h2o-12.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;12.5;1;2;175;21.8;66;REI 30
612;p_singola_doppia-c150-h2o-15;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;15;1;2;180;25.5;68;REI 30
613;p_singola_doppia-c150-h2o-18;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;18;1;2;186;30.0;70;REI 30
614;p_singola_doppia-c150-h2o-25;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Idrofuga;25;1;2;200;40.5;76;REI 30
615;p_singola_doppia-c150-fono-6;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;6;1;2;162;12.0;65;REI 30
616;p_singola_doppia-c150-fono-9.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;9.5;1;2;169;17.3;68;REI 30
617;p_singola_doppia-c150-fono-12.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;12.5;1;2;175;21.8;71;REI 30
618;p_singola_doppia-c150-fono-15;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;15;1;2;180;25.5;73;REI 30
619;p_singola_doppia-c150-fono-18;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;18;1;2;186;30.0;75;REI 30
620;p_singola_doppia-c150-fono-25;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fonoisolante;25;1;2;200;40.5;81;REI 30
621;p_singola_doppia-c150-fuoco-6;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;6;1;2;162;12.0;60;REI 90
622;p_singola_doppia-c150-fuoco-9.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;9.5;1;2;169;17.3;63;REI 90
623;p_singola_doppia-c150-fuoco-12.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;12.5;1;2;175;21.8;66;REI 90
624;p_singola_doppia-c150-fuoco-15;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;15;1;2;180;25.5;68;REI 90
625;p_singola_doppia-c150-fuoco-18;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;18;1;2;186;30.0;70;REI 90
626;p_singola_doppia-c150-fuoco-25;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Antifuoco;25;1;2;200;40.5;76;REI 90
627;p_singola_doppia-c150-flex-6;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Flessibile;6;1;2;162;12.0;60;REI 30
628;p_singola_doppia-c150-impatto-6;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;6;1;2;162;12.0;60;REI 30
629;p_singola_doppia-c150-impatto-9.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;9.5;1;2;169;17.3;63;REI 30
630;p_singola_doppia-c150-impatto-12.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;12.5;1;2;175;21.8;66;REI 30
631;p_singola_doppia-c150-impatto-15;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;15;1;2;180;25.5;68;REI 30
632;p_singola_doppia-c150-impatto-18;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;18;1;2;186;30.0;70;REI 30
633;p_singola_doppia-c150-impatto-25;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Alta resistenza;25;1;2;200;40.5;76;REI 30
634;p_singola_doppia-c150-fibra-6;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;6;1;2;162;12.0;60;REI 30
635;p_singola_doppia-c150-fibra-9.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;9.5;1;2;169;17.3;63;REI 30
636;p_singola_doppia-c150-fibra-12.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;12.5;1;2;175;21.8;66;REI 30
637;p_singola_doppia-c150-fibra-15;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;15;1;2;180;25.5;68;REI 30
638;p_singola_doppia-c150-fibra-18;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;18;1;2;186;30.0;70;REI 30
639;p_singola_doppia-c150-fibra-25;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Fibrorinforzata;25;1;2;200;40.5;76;REI 30
640;p_singola_doppia-c150-combi-6;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;6;1;2;162;12.0;60;REI 90
641;p_singola_doppia-c150-combi-9.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;9.5;1;2;169;17.3;63;REI 90
642;p_singola_doppia-c150-combi-12.5;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;12.5;1;2;175;21.8;66;REI 90
643;p_singola_doppia-c150-combi-15;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;15;1;2;180;25.5;68;REI 90
644;p_singola_doppia-c150-combi-18;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;18;1;2;186;30.0;70;REI 90
645;p_singola_doppia-c150-combi-25;Parete Singola Lastra Doppia;Parete;C 150/50;U 150/40;Combinata;25;1;2;200;40.5;76;REI 90
646;p_doppia_doppia-c50-std-6;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Standard;6;2;2;74;21.0;45;REI 30
647;p_doppia_doppia-c50-std-9.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Standard;9.5;2;2;88;31.5;48;REI 30
648;p_doppia_doppia-c50-std-12.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Standard;12.5;2;2;100;40.5;51;REI 30
649;p_doppia_doppia-c50-std-15;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Standard;15;2;2;110;48.0;53;REI 30
650;p_doppia_doppia-c50-std-18;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Standard;18;2;2;122;57.0;55;REI 30
651;p_doppia_doppia-c50-std-25;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Standard;25;2;2;150;78.0;61;REI 30
652;p_doppia_doppia-c50-h2o-6;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;6;2;2;74;21.0;45;REI 30
653;p_doppia_doppia-c50-h2o-9.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;9.5;2;2;88;31.5;48;REI 30
654;p_doppia_doppia-c50-h2o-12.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;12.5;2;2;100;40.5;51;REI 30
655;p_doppia_doppia-c50-h2o-15;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;15;2;2;110;48.0;53;REI 30
656;p_doppia_doppia-c50-h2o-18;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;18;2;2;122;57.0;55;REI 30
657;p_doppia_doppia-c50-h2o-25;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Idrofuga;25;2;2;150;78.0;61;REI 30
658;p_doppia_doppia-c50-fono-6;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;6;2;2;74;21.0;50;REI 30
659;p_doppia_doppia-c50-fono-9.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;9.5;2;2;88;31.5;53;REI 30
660;p_doppia_doppia-c50-fono-12.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;12.5;2;2;100;40.5;56;REI 30
661;p_doppia_doppia-c50-fono-15;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;15;2;2;110;48.0;58;REI 30
662;p_doppia_doppia-c50-fono-18;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;18;2;2;122;57.0;60;REI 30
663;p_doppia_doppia-c50-fono-25;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fonoisolante;25;2;2;150;78.0;66;REI 30
664;p_doppia_doppia-c50-fuoco-6;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;6;2;2;74;21.0;45;REI 90
665;p_doppia_doppia-c50-fuoco-9.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;9.5;2;2;88;31.5;48;REI 90
666;p_doppia_doppia-c50-fuoco-12.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;12.5;2;2;100;40.5;51;REI 90
667;p_doppia_doppia-c50-fuoco-15;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;15;2;2;110;48.0;53;REI 90
668;p_doppia_doppia-c50-fuoco-18;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;18;2;2;122;57.0;55;REI 90
669;p_doppia_doppia-c50-fuoco-25;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Antifuoco;25;2;2;150;78.0;61;REI 90
670;p_doppia_doppia-c50-flex-6;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Flessibile;6;2;2;74;21.0;45;REI 30
671;p_doppia_doppia-c50-impatto-6;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;6;2;2;74;21.0;45;REI 30
672;p_doppia_doppia-c50-impatto-9.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;9.5;2;2;88;31.5;48;REI 30
673;p_doppia_doppia-c50-impatto-12.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;12.5;2;2;100;40.5;51;REI 30
674;p_doppia_doppia-c50-impatto-15;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;15;2;2;110;48.0;53;REI 30
675;p_doppia_doppia-c50-impatto-18;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;18;2;2;122;57.0;55;REI 30
676;p_doppia_doppia-c50-impatto-25;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Alta resistenza;25;2;2;150;78.0;61;REI 30
677;p_doppia_doppia-c50-fibra-6;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;6;2;2;74;21.0;45;REI 30
678;p_doppia_doppia-c50-fibra-9.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;9.5;2;2;88;31.5;48;REI 30
679;p_doppia_doppia-c50-fibra-12.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;12.5;2;2;100;40.5;51;REI 30
680;p_doppia_doppia-c50-fibra-15;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;15;2;2;110;48.0;53;REI 30
681;p_doppia_doppia-c50-fibra-18;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;18;2;2;122;57.0;55;REI 30
682;p_doppia_doppia-c50-fibra-25;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Fibrorinforzata;25;2;2;150;78.0;61;REI 30
683;p_doppia_doppia-c50-combi-6;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;6;2;2;74;21.0;45;REI 90
684;p_doppia_doppia-c50-combi-9.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;9.5;2;2;88;31.5;48;REI 90
685;p_doppia_doppia-c50-combi-12.5;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;12.5;2;2;100;40.5;51;REI 90
686;p_doppia_doppia-c50-combi-15;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;15;2;2;110;48.0;53;REI 90
687;p_doppia_doppia-c50-combi-18;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;18;2;2;122;57.0;55;REI 90
688;p_doppia_doppia-c50-combi-25;Parete Doppia Lastra Doppia;Parete;C 50/50;U 50/40;Combinata;25;2;2;150;78.0;61;REI 90
689;p_doppia_doppia-c75-std-6;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Standard;6;2;2;99;21.0;49;REI 30
690;p_doppia_doppia-c75-std-9.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Standard;9.5;2;2;113;31.5;52;REI 30
691;p_doppia_doppia-c75-std-12.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Standard;12.5;2;2;125;40.5;54;REI 30
692;p_doppia_doppia-c75-std-15;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Standard;15;2;2;135;48.0;56;REI 30
693;p_doppia_doppia-c75-std-18;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Standard;18;2;2;147;57.0;59;REI 30
694;p_doppia_doppia-c75-std-25;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Standard;25;2;2;175;78.0;64;REI 30
695;p_doppia_doppia-c75-h2o-6;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;6;2;2;99;21.0;49;REI 30
696;p_doppia_doppia-c75-h2o-9.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;9.5;2;2;113;31.5;52;REI 30
697;p_doppia_doppia-c75-h2o-12.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;12.5;2;2;125;40.5;54;REI 30
698;p_doppia_doppia-c75-h2o-15;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;15;2;2;135;48.0;56;REI 30
699;p_doppia_doppia-c75-h2o-18;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;18;2;2;147;57.0;59;REI 30
700;p_doppia_doppia-c75-h2o-25;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Idrofuga;25;2;2;175;78.0;64;REI 30
701;p_doppia_doppia-c75-fono-6;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;6;2;2;99;21.0;54;REI 30
702;p_doppia_doppia-c75-fono-9.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;9.5;2;2;113;31.5;57;REI 30
703;p_doppia_doppia-c75-fono-12.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;12.5;2;2;125;40.5;59;REI 30
704;p_doppia_doppia-c75-fono-15;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;15;2;2;135;48.0;61;REI 30
705;p_doppia_doppia-c75-fono-18;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;18;2;2;147;57.0;64;REI 30
706;p_doppia_doppia-c75-fono-25;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fonoisolante;25;2;2;175;78.0;69;REI 30
707;p_doppia_doppia-c75-fuoco-6;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;6;2;2;99;21.0;49;REI 90
708;p_doppia_doppia-c75-fuoco-9.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;9.5;2;2;113;31.5;52;REI 90
709;p_doppia_doppia-c75-fuoco-12.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;12.5;2;2;125;40.5;54;REI 90
710;p_doppia_doppia-c75-fuoco-15;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;15;2;2;135;48.0;56;REI 90
711;p_doppia_doppia-c75-fuoco-18;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;18;2;2;147;57.0;59;REI 90
712;p_doppia_doppia-c75-fuoco-25;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Antifuoco;25;2;2;175;78.0;64;REI 90
713;p_doppia_doppia-c75-flex-6;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Flessibile;6;2;2;99;21.0;49;REI 30
714;p_doppia_doppia-c75-impatto-6;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;6;2;2;99;21.0;49;REI 30
715;p_doppia_doppia-c75-impatto-9.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;9.5;2;2;113;31.5;52;REI 30
716;p_doppia_doppia-c75-impatto-12.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;12.5;2;2;125;40.5;54;REI 30
717;p_doppia_doppia-c75-impatto-15;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;15;2;2;135;48.0;56;REI 30
718;p_doppia_doppia-c75-impatto-18;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;18;2;2;147;57.0;59;REI 30
719;p_doppia_doppia-c75-impatto-25;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Alta resistenza;25;2;2;175;78.0;64;REI 30
720;p_doppia_doppia-c75-fibra-6;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;6;2;2;99;21.0;49;REI 30
721;p_doppia_doppia-c75-fibra-9.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;9.5;2;2;113;31.5;52;REI 30
722;p_doppia_doppia-c75-fibra-12.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;12.5;2;2;125;40.5;54;REI 30
723;p_doppia_doppia-c75-fibra-15;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;15;2;2;135;48.0;56;REI 30
724;p_doppia_doppia-c75-fibra-18;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;18;2;2;147;57.0;59;REI 30
725;p_doppia_doppia-c75-fibra-25;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Fibrorinforzata;25;2;2;175;78.0;64;REI 30
726;p_doppia_doppia-c75-combi-6;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;6;2;2;99;21.0;49;REI 90
727;p_doppia_doppia-c75-combi-9.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;9.5;2;2;113;31.5;52;REI 90
728;p_doppia_doppia-c75-combi-12.5;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;12.5;2;2;125;40.5;54;REI 90
729;p_doppia_doppia-c75-combi-15;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;15;2;2;135;48.0;56;REI 90
730;p_doppia_doppia-c75-combi-18;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;18;2;2;147;57.0;59;REI 90
731;p_doppia_doppia-c75-combi-25;Parete Doppia Lastra Doppia;Parete;C 75/50;U 75/40;Combinata;25;2;2;175;78.0;64;REI 90
732;p_doppia_doppia-c100-std-6;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Standard;6;2;2;124;21.0;53;REI 30
733;p_doppia_doppia-c100-std-9.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Standard;9.5;2;2;138;31.5;56;REI 30
734;p_doppia_doppia-c100-std-12.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Standard;12.5;2;2;150;40.5;58;REI 30
735;p_doppia_doppia-c100-std-15;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Standard;15;2;2;160;48.0;60;REI 30
736;p_doppia_doppia-c100-std-18;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Standard;18;2;2;172;57.0;62;REI 30
737;p_doppia_doppia-c100-std-25;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Standard;25;2;2;200;78.0;68;REI 30
738;p_doppia_doppia-c100-h2o-6;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;6;2;2;124;21.0;53;REI 30
739;p_doppia_doppia-c100-h2o-9.5;Parete Doppia Lastra Doppia;Parete;C 100/50;U 100/40;Idrofuga;9.5;2;2;138;31.5;56;REI 30
